participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.a3ffca3f-b1c4-4dc4-b213-6ada9222f6a2.txt,N_back.2023-08-30-1827.data.a3ffca3f-b1c4-4dc4-b213-6ada9222f6a2.txt,14,12,4,7,7,2023-08-30-18-22,2023-08-30-18-27,5
s.8f2a8fae-d5f2-4367-938d-571b7cccb58b.txt,N_back.2023-08-29-1835.data.8f2a8fae-d5f2-4367-938d-571b7cccb58b.txt,12,10,3,4,9,2023-08-29-18-31,2023-08-29-18-35,4
s.0990f8c8-fd30-4d95-9537-118f5f08a6ed.txt,N_back.2023-08-30-1935.data.0990f8c8-fd30-4d95-9537-118f5f08a6ed.txt,10,10,9,8,5,2023-08-30-19-31,2023-08-30-19-36,5
s.72dc198e-ea61-4784-b824-61a1c28e85f8.txt,N_back.2023-08-30-2209.data.72dc198e-ea61-4784-b824-61a1c28e85f8.txt,10,9,8,4,8,2023-08-30-22-05,2023-08-30-22-10,5
s.ef01fd4f-6521-497f-88d1-3589c2ccf296.txt,N_back.2023-08-30-1758.data.ef01fd4f-6521-497f-88d1-3589c2ccf296.txt,14,16,8,7,8,2023-08-30-17-54,2023-08-30-17-59,5
s.8810c9c2-3610-4ff2-a6f3-711a19c6316b.txt,N_back.2023-08-30-2225.data.8810c9c2-3610-4ff2-a6f3-711a19c6316b.txt,13,12,7,8,2,2023-08-30-22-21,2023-08-30-22-25,4
s.c8a3d082-9064-42ab-84e7-0222a27e27eb.txt,N_back.2023-08-30-1909.data.c8a3d082-9064-42ab-84e7-0222a27e27eb.txt,15,17,16,9,2,2023-08-30-19-05,2023-08-30-19-10,5
s.6351d0d8-852a-4b25-9578-0e63b942a7f1.txt,N_back.2023-08-29-2208.data.6351d0d8-852a-4b25-9578-0e63b942a7f1.txt,12,10,15,7,2,2023-08-29-22-04,2023-08-29-22-08,4
s.8cf5d146-4bb0-45a3-93b6-e0c97178a64d.txt,N_back.2023-08-29-2006.data.8cf5d146-4bb0-45a3-93b6-e0c97178a64d.txt,14,12,13,7,5,2023-08-29-20-02,2023-08-29-20-06,4
s.831d986c-1771-4ae1-8682-0ec3ed3b7888.txt,N_back.2023-08-30-2137.data.831d986c-1771-4ae1-8682-0ec3ed3b7888.txt,9,9,7,7,6,2023-08-30-21-33,2023-08-30-21-37,4
s.50a14eae-be00-4995-ac53-31cbf21d4b8c.txt,N_back.2023-08-29-2256.data.50a14eae-be00-4995-ac53-31cbf21d4b8c.txt,5,5,7,3,4,2023-08-29-22-52,2023-08-29-22-56,4
s.d2ae3962-d837-42ca-b1ba-5e218980972f.txt,N_back.2023-08-30-0024.data.d2ae3962-d837-42ca-b1ba-5e218980972f.txt,6,6,9,2,2,2023-08-30-00-21,2023-08-30-00-24,3
