participant,N_backexperiment_1,NASA_TLX_1,NASA_TLX_2,NASA_TLX_3,Momentary_Affect_Scale_1_1,Momentary_Affect_Scale_2_1,TIME_start,TIME_end,TIME_total
s.f90940c6-dfe1-4f48-b9db-5ce7807935a5.txt,N_back.2023-08-15-2205.data.f90940c6-dfe1-4f48-b9db-5ce7807935a5.txt,6,5,8,4,3,2023-08-15-22-02,2023-08-15-22-05,3
s.6320144f-f415-4370-8229-1746381fcf0a.txt,N_back.2023-08-16-2039.data.6320144f-f415-4370-8229-1746381fcf0a.txt,15,11,7,4,4,2023-08-16-20-35,2023-08-16-20-39,4
s.b589524a-7da1-408b-8606-54c4022121b3.txt,N_back.2023-08-16-2328.data.b589524a-7da1-408b-8606-54c4022121b3.txt,6,5,2,2,5,2023-08-16-23-24,2023-08-16-23-28,4
s.ccfd1edf-2bb7-4521-963a-b0eaadcc6a3a.txt,N_back.2023-08-15-2005.data.ccfd1edf-2bb7-4521-963a-b0eaadcc6a3a.txt,7,6,10,4,3,2023-08-15-20-01,2023-08-15-20-05,4
s.8a4e6e18-04a4-4921-b711-6d8269d00bbc.txt,N_back.2023-08-16-2351.data.8a4e6e18-04a4-4921-b711-6d8269d00bbc.txt,4,3,2,6,2,2023-08-16-23-47,2023-08-16-23-51,4
s.a8a8765a-193a-443b-92eb-4448cc7f8090.txt,N_back.2023-08-15-2125.data.a8a8765a-193a-443b-92eb-4448cc7f8090.txt,11,11,10,1,2,2023-08-15-21-21,2023-08-15-21-25,4
s.0b2c9a40-2140-4616-8550-32ceee2a78bf.txt,N_back.2023-08-17-0025.data.0b2c9a40-2140-4616-8550-32ceee2a78bf.txt,8,5,11,6,5,2023-08-17-00-21,2023-08-17-00-25,4
s.201a5154-b0e4-43df-b214-992aeaf2cc40.txt,N_back.2023-08-16-2337.data.201a5154-b0e4-43df-b214-992aeaf2cc40.txt,12,9,8,4,2,2023-08-16-23-33,2023-08-16-23-37,4
s.91ea648e-c91e-4ddb-8f53-75a1c6aadb7b.txt,N_back.2023-08-16-2137.data.91ea648e-c91e-4ddb-8f53-75a1c6aadb7b.txt,15,11,6,3,3,2023-08-16-21-33,2023-08-16-21-37,4
s.d50bd005-652c-42df-b2b3-d6e0262a9c64.txt,N_back.2023-08-15-2235.data.d50bd005-652c-42df-b2b3-d6e0262a9c64.txt,6,6,7,4,3,2023-08-15-22-32,2023-08-15-22-36,4
s.ccbe4606-8f4f-4040-ad7a-14530959e7eb.txt,N_back.2023-08-17-0000.data.ccbe4606-8f4f-4040-ad7a-14530959e7eb.txt,14,10,8,2,4,2023-08-16-23-56,2023-08-17-00-00,4
s.12475b7d-50df-4076-b94e-72d9125f4f5d.txt,N_back.2023-08-17-0034.data.12475b7d-50df-4076-b94e-72d9125f4f5d.txt,16,10,7,2,2,2023-08-17-00-30,2023-08-17-00-34,4
s.4bf2de88-e52c-4513-97dd-d18e4a583791.txt,N_back.2023-08-16-2303.data.4bf2de88-e52c-4513-97dd-d18e4a583791.txt,10,10,5,4,4,2023-08-16-22-59,2023-08-16-23-03,4
s.51821007-e7d9-45fe-a5e1-014234c55cc2.txt,N_back.2023-08-15-2054.data.51821007-e7d9-45fe-a5e1-014234c55cc2.txt,10,10,9,1,3,2023-08-15-20-51,2023-08-15-20-55,4
s.c3a7c1bf-4007-4869-8f9f-25bd00a15360.txt,N_back.2023-08-15-1835.data.c3a7c1bf-4007-4869-8f9f-25bd00a15360.txt,7,6,10,3,5,2023-08-15-18-32,2023-08-15-18-36,4
s.39ec629f-101c-46dd-a0dd-908720ceb770.txt,N_back.2023-08-15-2135.data.39ec629f-101c-46dd-a0dd-908720ceb770.txt,6,6,8,4,3,2023-08-15-21-32,2023-08-15-21-35,3
s.2a84feae-acda-4d85-b1fa-799bd4d1c4ca.txt,N_back.2023-08-16-2313.data.2a84feae-acda-4d85-b1fa-799bd4d1c4ca.txt,10,10,4,5,2,2023-08-16-23-09,2023-08-16-23-13,4
s.a27d0f8f-16cf-4ae0-8d2d-20c925e420d8.txt,N_back.2023-08-16-2128.data.a27d0f8f-16cf-4ae0-8d2d-20c925e420d8.txt,12,10,4,5,7,2023-08-16-21-23,2023-08-16-21-28,5
s.ab9111f9-ee39-44c6-b374-18b2b6851670.txt,N_back.2023-08-16-2228.data.ab9111f9-ee39-44c6-b374-18b2b6851670.txt,9,9,5,6,5,2023-08-16-22-24,2023-08-16-22-28,4
s.d4f8f0c5-dfdb-4475-805d-90f88ea6ebd5.txt,N_back.2023-08-16-2210.data.d4f8f0c5-dfdb-4475-805d-90f88ea6ebd5.txt,7,11,5,3,3,2023-08-16-22-07,2023-08-16-22-11,4
s.d06de5fa-e6cc-4970-95d3-256964775a23.txt,N_back.2023-08-15-2306.data.d06de5fa-e6cc-4970-95d3-256964775a23.txt,7,6,8,3,4,2023-08-15-23-02,2023-08-15-23-06,4
s.7d0af7f9-9052-4f0e-8d4c-831005f0e836.txt,N_back.2023-08-16-2107.data.7d0af7f9-9052-4f0e-8d4c-831005f0e836.txt,16,12,6,4,4,2023-08-16-21-03,2023-08-16-21-07,4
s.d72e95d6-a51b-4d1e-ab20-94614f729d0e.txt,N_back.2023-08-15-1935.data.d72e95d6-a51b-4d1e-ab20-94614f729d0e.txt,7,6,9,4,4,2023-08-15-19-31,2023-08-15-19-35,4
s.2960d6b5-f50d-4fc3-b504-724e5babcf0e.txt,N_back.2023-08-16-2237.data.2960d6b5-f50d-4fc3-b504-724e5babcf0e.txt,13,11,3,3,3,2023-08-16-22-33,2023-08-16-22-37,4
s.e56e7ebd-5de3-41f5-af34-1022795db995.txt,N_back.2023-08-15-2105.data.e56e7ebd-5de3-41f5-af34-1022795db995.txt,7,6,9,4,4,2023-08-15-21-02,2023-08-15-21-05,3
s.e10f9124-e5fd-43ef-ac2a-20b246bdb1e8.txt,N_back.2023-08-15-2155.data.e10f9124-e5fd-43ef-ac2a-20b246bdb1e8.txt,11,10,10,1,3,2023-08-15-21-51,2023-08-15-21-55,4
s.0c14ad78-fa5a-4386-8af3-42494e963610.txt,N_back.2023-08-15-2225.data.0c14ad78-fa5a-4386-8af3-42494e963610.txt,10,10,9,1,2,2023-08-15-22-22,2023-08-15-22-26,4
s.7368cf27-740a-482e-aceb-6d8b6c961212.txt,N_back.2023-08-15-1855.data.7368cf27-740a-482e-aceb-6d8b6c961212.txt,12,11,17,1,2,2023-08-15-18-51,2023-08-15-18-55,4
s.55c24c24-c0eb-4150-9294-07ae971b6ab3.txt,N_back.2023-08-15-1826.data.55c24c24-c0eb-4150-9294-07ae971b6ab3.txt,14,15,13,1,4,2023-08-15-18-22,2023-08-15-18-26,4
s.e8cbe0b7-7b41-4ca8-ab7b-68c5674e768d.txt,N_back.2023-08-15-2254.data.e8cbe0b7-7b41-4ca8-ab7b-68c5674e768d.txt,11,10,10,4,3,2023-08-15-22-51,2023-08-15-22-55,4
